tweet_id,fav_count,retweet_count
874012996292530176,34658,10560
874057562936811520,22639,3981
874296783580663808,26047,4143
874434818259525634,0,14885
874680097055178752,27801,4686
875021211251597312,25446,4753
875097192612077568,27387,6079
875144289856114688,21885,4962
875747767867523072,25158,4326
876120275196170240,27865,4715
876484053909872640,18726,2416
876537666061221889,23405,4638
876838120628539392,20624,3376
877201837425926144,27077,5628
877316821321428993,27306,5197
877556246731214848,22699,3839
877611172832227328,0,81
877736472329191424,79735,19232
878057613040115712,41949,6869
878281511006478336,7739,1300
878316110768087041,0,6686
878404777348136964,0,1300
878604707211726852,30208,7255
878776093423087618,19366,4149
879008229531029506,18914,2705
879050749262655488,22531,4732
879130579576475649,0,6869
879376492567855104,16724,3128
879415818425184262,105618,44351
879492040517615616,23346,3195
879674319642796034,311,10
879862464715927552,22248,3507
880095782870896641,27549,4372
880221127280381952,26992,4248
880465832366813184,28437,6302
880872448815771648,21233,3833
880935762899988482,16958,2785
881268444196462592,23006,5173
881536004380872706,49314,16027
881633300179243008,128,7
881666595344535552,50422,10704
881906580714921986,24227,3406
882045870035918850,29269,4996
882268110199369728,44852,11636
882627270321602560,27821,6112
882762694511734784,28238,4939
882992080364220416,23886,3934
883117836046086144,37113,6693
883360690899218434,22490,3687
883482846933004288,45817,10002
883838122936631299,21828,3455
884162670584377345,20326,2994
884247878851493888,72801,20513
884441805382717440,26903,5667
884562892145688576,24225,4883
884876753390489601,27846,5805
884925521741709313,77299,18516
885167619883638784,21886,4397
885311592912609280,0,18630
885518971528720385,20356,3773
885528943205470208,35885,6453
885984800019947520,32592,6838
886054160059072513,0,104
886258384151887873,27884,6305
886267009285017600,116,4
886366144734445568,21129,3206
886680336477933568,22343,4480
886736880519319552,12028,3304
886983233522544640,35052,7803
887101392804085760,30448,5979
887343217045368832,33572,10433
887473957103951883,68891,18282
887517139158093824,46102,11701
887705289381826560,30088,5411
888078434458587136,21697,3508
888554962724278272,19839,3595
888804989199671297,25509,4360
888917238123831296,28999,4512
889278841981685760,25214,5437
889531135344209921,15048,2241
889638837579907072,27088,4558
889665388333682689,47974,10092
889880896479866881,27701,4984
890006608113172480,30573,7360
890240255349198849,31834,7441
890609185150312448,27706,4278
890729181411237888,65305,18959
890971913173991426,11813,2080
891087950875897856,20158,3124
891327558926688256,40199,9439
891689557279858688,42047,8682
891815181378084864,24942,4166
892177421306343426,33128,6287
892420643555336193,38668,8552
